"Estland";21,3
"Österreich";18,4
"Tschechien";17,9
"Deutschland";17,7
"Slowakei";17,7
"Ungarn";17,5
"Lettland";17,1
"Finnland";15,5
"Dänemark";13,9
"Frankreich";13,9
"Bulgarien";13
"Niederlande";13
"EU-27";12,7
"Kroatien";12,5
"Portugal";12,5
"Litauen";12
"Schweden";11,1
"Griechenland";10,4
"Zypern";10,2
"Malta";10,2
"Irland";9,3
"Spanien";8,7
"Slowenien";8,2
"Polen";7,8
"Belgien";5
"Rumänien";4,5
"Italien";4,3
"Luxemburg";-0,7
